datetime,open,high,low,close,volume
2014-01-02 02:00:00,106.72,107.37,103.07,103.41,769129
2014-01-03 02:00:00,104.04,104.93,102.96,103.93,317881
2014-01-06 02:00:00,105.18,105.18,101.03,101.49,632342
2014-01-07 02:00:00,100.5,101.26,97.1001,99.11,1040319
2014-01-08 02:00:00,99.09,100.88,98.98,99.47,531645
2014-01-09 02:00:00,100.55,101.13,97.735,98.52,573085
2014-01-10 02:00:00,97.67,99.3999,97.28,99.13,631538
2014-01-13 02:00:00,98.61,99.36,93.89,94.57,623239
2014-01-14 02:00:00,94.86,98.15,94.3425,97.5,687501
2014-01-15 02:00:00,97.13,98.28,95.74,97.76,480255
2014-01-16 02:00:00,98.43,109.22,97.06,107.47,1699108
2014-01-17 02:00:00,107.5,108.8346,104.23,104.98,774245
2014-01-21 02:00:00,105.99,107.48,103.38,105.06,507149
2014-01-22 02:00:00,105.06,108.0,103.32,106.35,637018
2014-01-23 02:00:00,105.83,105.85,97.5,100.53,2005067
2014-01-24 02:00:00,97.5,98.0,94.57,95.05,1573119
2014-01-27 02:00:00,91.57,98.72,91.0,95.27,1908217
2014-01-28 02:00:00,95.16,99.3,94.815,97.87,1077372
2014-01-29 02:00:00,95.42,98.65,94.08,94.52,1361272
2014-01-30 02:00:00,95.32,97.64,94.66,96.9,1152392
2014-01-31 02:00:00,95.23,99.98,94.7723,96.49,1005836
2014-02-03 02:00:00,95.87,96.48,91.71,92.09,731064
2014-02-04 02:00:00,92.4,93.65,91.11,91.5,725892
2014-02-05 02:00:00,91.45,94.43,91.11,93.33,1236059
2014-02-06 02:00:00,93.85,95.48,93.34,93.99,585523
2014-02-07 02:00:00,94.75,96.59,94.05,95.27,920763
2014-02-10 02:00:00,95.42,96.0,94.39,94.93,391948
2014-02-11 02:00:00,94.87,96.17,94.595,95.33,511184
2014-02-12 02:00:00,95.71,96.71,92.5,93.09,449292
2014-02-13 02:00:00,92.14,96.498,92.01,95.97,506819
2014-02-14 02:00:00,95.25,97.59,94.23,95.31,562301
2014-02-18 02:00:00,95.15,96.72,93.29,93.55,758477
2014-02-19 02:00:00,93.96,94.54,91.86,92.67,776200
2014-02-20 02:00:00,92.59,94.0099,91.6101,92.95,858092
2014-02-21 02:00:00,93.26,93.26,90.57,91.0,492304
2014-02-24 02:00:00,91.0,92.69,90.5,91.07,738328
2014-02-25 02:00:00,90.96,91.24,87.88,89.47,1568665
2014-02-26 02:00:00,90.0,96.9,89.13,93.98,1402568
2014-02-27 02:00:00,93.69,95.41,93.02,94.23,1670182
2014-02-28 02:00:00,108.57,112.8799,100.24,104.18,3988749
2014-03-03 02:00:00,102.39,103.91,100.15,102.19,961857
2014-03-04 02:00:00,103.31,106.25,102.9,105.73,775965
2014-03-05 02:00:00,105.99,106.88,102.72,105.84,638681
2014-03-06 02:00:00,105.98,107.289,102.87,103.22,575837
2014-03-07 02:00:00,104.01,104.87,99.23,101.18,727592
2014-03-10 01:00:00,100.65,101.35,99.76,100.07,622586
2014-03-11 01:00:00,100.34,101.15,99.76,100.51,722510
2014-03-12 01:00:00,100.21,100.4,98.04,99.65,626925
2014-03-13 01:00:00,100.83,101.39,95.81,96.42,458190
2014-03-14 01:00:00,97.06,97.83,94.534,97.0,667709
2014-03-17 01:00:00,97.73,98.78,97.52,98.5,541571
2014-03-18 01:00:00,98.35,99.4399,96.91,98.82,408830
2014-03-19 01:00:00,99.26,100.69,95.66,96.4,236435
2014-03-20 01:00:00,96.4,96.82,94.45,95.14,417788
2014-03-21 01:00:00,96.25,96.32,94.78,95.55,508073
2014-03-24 01:00:00,96.5,96.5,91.25,93.38,852690
2014-03-25 01:00:00,95.68,95.9999,91.37,93.01,865072
2014-03-26 01:00:00,94.32,97.13,93.9,96.12,961656
2014-03-27 01:00:00,96.04,98.0,93.02,94.71,697172
2014-03-28 01:00:00,95.43,97.88,95.086,96.28,528074
2014-03-31 01:00:00,94.81,96.6,93.77,95.11,466809
2014-04-01 01:00:00,95.43,99.0,95.2501,95.97,809288
2014-04-02 01:00:00,95.77,97.68,94.21,95.48,495003
2014-04-03 01:00:00,95.35,95.79,92.82,92.96,579427
2014-04-04 01:00:00,93.78,94.4294,87.83,89.15,892854
2014-04-07 01:00:00,89.46,89.5,83.53,84.21,1827349
2014-04-08 01:00:00,84.64,86.96,84.221,85.45,631312
2014-04-09 01:00:00,86.14,91.98,85.01,91.77,834374
2014-04-10 01:00:00,91.92,92.01,87.332,87.78,585454
2014-04-11 01:00:00,86.25,89.74,85.19,85.91,397680
2014-04-14 01:00:00,87.36,88.33,86.28,86.9,346125
2014-04-15 01:00:00,87.56,87.56,82.08,84.09,873871
2014-04-16 01:00:00,86.31,86.31,84.11,84.64,563309
2014-04-17 01:00:00,85.0,86.9,83.69,86.15,1772322
2014-04-21 01:00:00,86.0,86.68,84.38,85.005,411173
2014-04-22 01:00:00,84.88,86.76,84.77,85.55,800184
2014-04-23 01:00:00,84.91,87.27,84.78,86.56,518187
2014-04-24 01:00:00,87.38,89.76,85.525,89.36,572902
2014-04-25 01:00:00,87.61,88.89,85.961,87.28,972344
2014-04-28 01:00:00,88.36,88.36,85.01,87.47,850656
2014-04-29 01:00:00,88.33,89.17,86.69,87.9,569519
2014-04-30 01:00:00,88.84,93.33,88.32,93.33,748326
2014-05-01 01:00:00,92.82,93.84,88.81,89.42,721848
2014-05-02 01:00:00,89.43,90.96,88.48,89.12,295013
2014-05-05 01:00:00,88.71,89.1699,87.67,88.47,226403
2014-05-06 01:00:00,87.73,88.93,84.71,84.84,490374
2014-05-07 01:00:00,84.88,85.761,80.442,84.12,1002455
2014-05-08 01:00:00,84.12,86.4799,82.59,83.26,762710
2014-05-09 01:00:00,88.99,88.99,81.67,84.57,2146471
2014-05-12 01:00:00,84.82,87.99,84.82,86.64,774292
