datetime,open,high,low,close,volume
2014-01-02 02:00:00,399.29,399.36,394.02,397.97,2140246
2014-01-03 02:00:00,398.29,402.71,396.22,396.44,2213512
2014-01-06 02:00:00,396.25,397.0,388.42,393.63,3172207
2014-01-07 02:00:00,395.98,398.47,394.29,398.03,1916684
2014-01-08 02:00:00,397.85,403.0,396.04,401.92,2316903
2014-01-09 02:00:00,403.905,406.89,398.44,401.01,2103793
2014-01-10 02:00:00,401.5,403.764,393.8,397.66,2681701
2014-01-13 02:00:00,397.98,399.78,388.45,390.98,2846507
2014-01-14 02:00:00,392.77,398.63,391.29,397.54,2340401
2014-01-15 02:00:00,398.94,399.31,392.534,395.87,2678794
2014-01-16 02:00:00,393.68,399.29,389.41,395.8,2602506
2014-01-17 02:00:00,394.2,403.49,393.66,399.61,4508791
2014-01-21 02:00:00,402.09,407.8,401.6,407.05,3122705
2014-01-22 02:00:00,408.0,408.06,402.0,404.54,2069759
2014-01-23 02:00:00,401.0,406.17,397.79,399.87,3026272
2014-01-24 02:00:00,398.16,400.2,387.27,387.6,4513038
2014-01-27 02:00:00,389.28,394.1,380.49,386.28,3944752
2014-01-28 02:00:00,387.4,394.74,387.12,394.43,2901611
2014-01-29 02:00:00,392.16,392.85,383.24,384.2,3399294
2014-01-30 02:00:00,393.0,406.25,387.7,403.01,10900116
2014-01-31 02:00:00,371.56,375.45,357.76,358.69,16181519
2014-02-03 02:00:00,358.98,360.85,340.1,346.15,10290934
2014-02-04 02:00:00,349.59,353.9975,344.02,347.95,4821177
2014-02-05 02:00:00,346.0,349.37,337.73,346.45,4439010
2014-02-06 02:00:00,347.403,354.82,347.403,354.59,3340542
2014-02-07 02:00:00,358.98,361.8,352.49,361.08,4347189
2014-02-10 02:00:00,361.61,365.0,359.35,360.87,3451093
2014-02-11 02:00:00,361.842,363.61,356.25,361.79,3225200
2014-02-12 02:00:00,356.43,357.75,346.32,349.25,6599199
2014-02-13 02:00:00,347.7,357.2,346.5,357.2,4181445
2014-02-14 02:00:00,359.34,359.34,353.35,357.35,3524570
2014-02-18 02:00:00,354.95,355.73,349.45,353.65,5000493
2014-02-19 02:00:00,352.64,354.54,346.1,347.38,4175393
2014-02-20 02:00:00,348.8,350.46,344.38,349.8,3496663
2014-02-21 02:00:00,352.44,354.141,346.75,346.76,4212144
2014-02-24 02:00:00,345.39,353.0,343.29,351.78,3647182
2014-02-25 02:00:00,353.0,361.08,351.58,358.32,3747076
2014-02-26 02:00:00,359.18,364.75,357.17,359.8,3622506
2014-02-27 02:00:00,357.22,360.59,355.5,360.13,3105442
2014-02-28 02:00:00,360.6,365.865,357.084,362.1,3885207
2014-03-03 02:00:00,358.01,360.96,354.48,359.78,2804261
2014-03-04 02:00:00,363.94,365.68,362.46,363.9,2706843
2014-03-05 02:00:00,364.13,372.728,363.9,372.37,3862706
2014-03-06 02:00:00,374.05,375.33,368.9,372.16,2927497
2014-03-07 02:00:00,374.3,374.99,369.531,372.06,2280358
2014-03-10 01:00:00,372.69,372.73,367.0,370.53,2107820
2014-03-11 01:00:00,370.99,372.8,367.28,368.82,2248019
2014-03-12 01:00:00,366.4,371.16,363.61,370.64,2219663
2014-03-13 01:00:00,376.62,383.11,368.08,371.51,6829047
2014-03-14 01:00:00,372.8,378.568,371.55,373.74,4402220
2014-03-17 01:00:00,375.72,378.85,374.88,375.04,2306821
2014-03-18 01:00:00,377.32,379.0,375.0,378.77,2483508
2014-03-19 01:00:00,378.77,379.0,369.42,373.23,2646687
2014-03-20 01:00:00,370.64,373.0,366.22,368.97,2558460
2014-03-21 01:00:00,371.0,372.84,358.4,360.62,5417935
2014-03-24 01:00:00,360.09,361.5,348.6,351.85,4879627
2014-03-25 01:00:00,353.2,358.97,348.84,354.71,4455703
2014-03-26 01:00:00,357.13,357.6,343.4,343.41,4120665
2014-03-27 01:00:00,343.15,343.9999,330.88,338.47,5770462
2014-03-28 01:00:00,340.05,347.0,336.08,338.29,3986782
2014-03-31 01:00:00,342.4,346.29,334.06,336.365,4297487
2014-04-01 01:00:00,338.09,344.43,338.0,342.99,3602899
2014-04-02 01:00:00,345.99,348.295,340.38,341.96,4475523
2014-04-03 01:00:00,341.82,342.5,328.46,333.62,6399299
2014-04-04 01:00:00,335.15,335.44,315.61,323.0,12534578
2014-04-07 01:00:00,320.99,324.94,313.13,317.76,7077360
2014-04-08 01:00:00,321.88,328.0,318.44,327.07,6585583
2014-04-09 01:00:00,328.47,332.18,322.5,331.805,5058664
2014-04-10 01:00:00,330.6,331.0,316.5,317.11,6133376
2014-04-11 01:00:00,314.0,316.5,309.5,311.73,7292028
2014-04-14 01:00:00,317.67,320.48,311.28,315.91,4293532
2014-04-15 01:00:00,316.7,318.28,305.5,316.08,5399337
2014-04-16 01:00:00,321.17,324.0,314.71,323.68,4285901
2014-04-17 01:00:00,320.25,328.66,319.76,324.91,4300378
2014-04-21 01:00:00,323.97,331.1499,322.31,330.87,3000598
2014-04-22 01:00:00,332.0,337.5,328.94,329.32,3714288
2014-04-23 01:00:00,333.06,333.13,323.39,324.58,3604586
2014-04-24 01:00:00,329.67,337.4,322.95,337.15,9293735
2014-04-25 01:00:00,316.25,316.49,302.71,303.83,16186737
2014-04-28 01:00:00,304.0,304.39,288.0,296.58,14479803
2014-04-29 01:00:00,296.44,301.84,290.45,300.38,6510591
2014-04-30 01:00:00,298.1,304.56,298.1,303.91,4090006
2014-05-01 01:00:00,304.13,310.48,304.0,307.89,4329167
2014-05-02 01:00:00,310.9,313.29,304.31,308.01,3995218
2014-05-05 01:00:00,306.37,310.23,305.0,310.05,2520300
2014-05-06 01:00:00,309.53,309.81,297.04,297.38,4682327
2014-05-07 01:00:00,295.52,296.4,286.68,292.71,7016937
2014-05-08 01:00:00,291.0,295.8784,287.23,288.32,3848996
2014-05-09 01:00:00,290.57,293.68,284.38,292.24,4062984
2014-05-12 01:00:00,294.38,303.34,294.16,302.86,3735443
2014-05-13 01:00:00,302.6,305.6,300.75,304.64,3509937
2014-05-14 01:00:00,302.5,304.64,296.66,297.62,3328414
2014-05-15 01:00:00,298.02,299.2,290.38,295.19,4299530
2014-05-16 01:00:00,292.8,298.88,291.55,297.7,3637649
2014-05-19 01:00:00,296.74,299.0,293.81,296.755,2286313
2014-05-20 01:00:00,297.1,304.46,296.75,301.19,4096308
2014-05-21 01:00:00,302.21,305.96,301.5201,305.01,3409200
2014-05-22 01:00:00,304.8,308.54,303.01,304.91,2576888
2014-05-23 01:00:00,305.46,312.35,304.9,312.24,3055997
2014-05-27 01:00:00,314.41,314.6296,307.38,310.82,4864163
2014-05-28 01:00:00,309.5,313.82,307.42,310.16,2726803
2014-05-29 01:00:00,310.42,314.87,310.2,313.78,2365679
2014-05-30 01:00:00,314.43,314.65,307.57,312.55,4260624
2014-06-02 01:00:00,312.59,312.6,307.0,308.84,2205909
2014-06-03 01:00:00,305.75,307.92,305.07,307.19,2379273
2014-06-04 01:00:00,306.85,309.5,303.84,306.78,2111176
2014-06-05 01:00:00,308.1,327.94,306.9,323.57,7803760
2014-06-06 01:00:00,325.0,330.88,324.93,329.67,5246723
2014-06-09 01:00:00,331.57,333.0,325.65,327.5,3212755
2014-06-10 01:00:00,327.65,335.5,327.5,332.41,3668904
2014-06-11 01:00:00,336.2,340.7199,333.8772,335.2,4439178
2014-06-12 01:00:00,335.55,335.55,324.66,325.91,4276316
2014-06-13 01:00:00,327.05,329.298,323.5262,326.27,2766909
2014-06-16 01:00:00,324.71,328.6945,323.52,327.62,2449843
2014-06-17 01:00:00,327.54,331.34,325.23,325.62,2924058
2014-06-18 01:00:00,328.0,335.75,325.0,334.38,6409334
2014-06-19 01:00:00,335.14,338.9,325.98,327.0,5327002
2014-06-20 01:00:00,327.76,328.22,320.42,324.2,6056210
2014-06-23 01:00:00,324.01,327.55,321.41,327.24,2609628
